,negative,text
16427,-2,そろそろ洗濯すべか
16428,-2,そんなわけw
16429,-2,次負けたら終わりにしよ
16430,-1,頑張るぞー
16431,-2,もしかしたら1日中まけない！？w
16432,-2,10連勝すらしたことないし
16433,-2,やるか
16434,-2,今日は起きてから何もしてない
16435,-2,明日仕事だぁ
16436,-2,やべーー
16437,-2,チップスターーしかたべてないし
16438,-2,きついなぁ
16439,-2,萎えみがすごい
16440,-2,もうやなんだけど
16441,-2,土日ってなんでこんなにあっという間なんだろ
16442,-2,日曜のよるなぁ
16443,-2,月曜って好きな人いるんかな
16444,-1,絶対いないと思う
16445,-2,でも月ー金でいちばん嫌いなのは水曜かも
16446,-2,仕事好きな人以外月曜ってきらいだよね
16447,-2,たぶん
16448,-2,でも水曜終わってもやっと半分かぁってなる
16449,-2,まだ１週間の半分おわってないのかーってなる
16450,-2,水曜の朝が1番きつい
16451,-2,木曜は明日行けばやすみ！ってなるし
16452,-2,金曜は言うまでもない
16453,-2,土日祝休みでこんなに大変なんだから
16454,-2,会社選びは重要だと思う
16455,-2,週休２日とかの人は本当に大丈夫なのかな
16456,-2,心配になるね
16457,-2,YouTubeで残業200時間した月の給与公開とかやってるけどほんと怖い
16458,-2,ブラックとかむり
16459,-2,私は根が腐ってるからたぶん甘々なとこじゃないと仕事できない
16460,-2,ガチですごい
16461,-2,休日出勤とかしたことないんだけどまだ
16462,-2,働き方改革の闇
16463,-2,怖いわ
16464,-2,200やっても60くらいしかもらえないもん
16465,-1,やっぱり普通って言葉が嫌い
16466,-2,良くも悪くも普通って思ったらダメだね
16467,-2,ブラックなら普通って思っちゃダメだし
16468,-2,ホワイトなら普通に感謝しなきゃだし
16469,-2,普通って言葉なくそう
16470,-2,ぽめちゃんはちなみにもっとお金ほしいです笑
16471,-2,今の良し悪しをちゃんと考えよ
16472,-2,急がない急がない
16473,-2,15分くらいフレクスでいこ
16474,-2,ねむすぎる
16475,-2,眠い時は眠い
16476,-2,多重人格
16477,-2,自尊感情が高いから成功体験を重視して失敗したことを忘れがちな人生
16478,-2,スタバって神
16479,-2,恋愛は永続しないことが面白さであり切なさでもある
16480,-2,好きな状態のまま亡くなってしまった人は一生好きでいる自信がある 死は不変
16481,-2,ぴえん
16482,-2,ずっとねむい
16483,-2,ねむい
16484,-2,なにしてたんだろうね社会人になるまで
16485,-2,まったく
16486,-2,高校でも大学でも最低限そのくらい勉強してほしい...
16487,-2,人のことなにも考えないで話すビジネスマンってほんとイライラするよね
16488,-2,話すたびに不快になるってある意味すごい
16489,-2,そんな人なかなかいないと思う
16490,-2,やめてくれ...
16491,-2,そゆひとにだけはならないようにしよ
16492,-2,頑張るぞ
16493,-2,ほんとむり
16494,-2,今日は出社予定じゃなかったんだけどな〜
16496,-2,なえたーーーー！！！
16497,-2,まぁいいんだけど
16498,-2,動物に触れたい気分
16499,-2,とりあえず帰りたい気分
16500,-2,パンひとつでお腹いっぱい
16501,-2,仕事が増えてゆく〜w
16502,-2,お腹すくんだよな〜
16503,-1,ギリギリに食べよう！
16504,-2,たべとかないと
16505,-2,でも眠くなるんだよなー
16506,-2,ほーんとにむりだぁ！
16507,-1,ただいま
16508,-1,おかえり
16509,-2,初めから私に仕事させなよ
16510,-2,ピンチヒッターじやねーんだから
16511,-2,ミスったぁ
16512,-2,やべぇやらかした
16513,-2,おこられなかったぁ
16514,-2,おっちょこちょいすぎた
16515,-2,よかったぁ
16516,-2,気をつけよう
16518,-2,だめだなぁ
16519,-2,だらけてしまう
16520,-2,でもなんか
16523,-2,動くかぁ
16524,-2,むりなんだもん
16525,-2,むりになった
16526,-2,もったいなぁ
16527,-2,今日はだらけちゃったなぁ
16528,-2,馬鹿だった
16529,-2,明日明後日明々後日はちゃんとしよ
16530,-2,はぁーーん
16531,-1,やべー寝坊かな
16532,-2,あ、でもあれやんなきゃだ
16533,-2,ちょっと流石にやる気出ない
16534,-1,はぁ
16535,-1,ふざけんなーーー
16536,-2,やるかぁ
16537,-2,帰っちゃおっかなぁ
16538,-2,なえぽよ
16539,-2,はーあ
16540,-2,でねー
16541,-2,やるきー
16542,-2,残業きびしーなー
16543,-2,あとどのくらいで脱サラできるかな〜
16544,-2,最近忙しいなぁ
16545,-2,いーなー
16546,-2,絶対おかしい
16547,-1,歩いてるだけで1000万以上もらってる人見るとなんか嫌になるなぁ
16548,-2,夢買うかぁ
16549,-1,友達と遅くまでゲームしてるの楽しい
16550,-2,やばい
16551,-2,今日もねむいなぁ
16552,-2,明日までだ
16553,-1,いそげ〜
16554,-2,ほんとに死ぬでこれ
16555,-2,やばいやばい
16556,-2,風呂入らなきゃ
16557,-2,にしても最近仕事忙しいなぁ
16558,-2,頑張るぞぉ
16559,-2,結構きつめろ
16560,-2,再来週はお偉いさんの会議だし
16561,-2,来週は会議ばっかりだ
16562,-2,ピンチヒッターじゃねーっつうの
16563,-2,まじで
16564,-2,最近タスクが増えすぎw
16565,-2,まだ若手なんですけどぉぉぉ？？？
16566,-2,むりだぁ
16567,-2,月10時間以内って言われて
16568,-1,残業も厳しいし？
16569,-2,私はむりだぁ
16570,-2,別に残業したいわけじゃないし！
16571,-2,仕事増えてるのに残業するなってどゆこと！！！
16572,-2,そりゃむりでしょ！！！
16573,-2,それで仕事回せるならみんなしないでしょ！残業！
16574,-2,ったく
16575,-2,なめやがって
16576,-2,不可能は不可能なんだよ
16577,-2,不可能を可能にするとかそーゆーの無いからね？
16578,-2,もぅ二時かい
16579,-2,頑張んなきゃ
16580,-2,明日も起きないと
16581,-2,とりあえず頑張るか
16582,-2,めっちゃくそw
16583,-2,最近平日すら起きれない
16584,-2,毎日フレックスやろーになってる
16585,-2,明日起きないとなんかダメな気がする
16586,-1,お風呂入って無いや
16587,-2,どーすればいいかなぁ
16588,-2,とりあえず風呂？
16589,-2,寝るか作業かするか迷うなぁ
16590,-2,入らなきゃ
16591,-2,とりあえずねる？
16592,-1,ゲームしたい
16593,-1,これは勝てる
16594,-2,で、眠くなったら
16595,-1,とりあえず我慢我慢
16596,-2,よし
16597,-1,我慢我慢
16598,-2,寝る
16599,-2,眠く無かったら作業する
16605,-1,まって、アマゾンのアドベンチャー・タイム有料になってる、、、しょっく、、、、、
16608,-1,貸切時間が連絡なく勝手に変えられてるの割とあるよな
16611,-1,6月臨海取れなかったらしくてなみだ
16612,-1,今年の部員数、おそらく音かけギリギリ回る人数なので、２年後の新入生定員が、抜けていく僕らの代の人数（＝２〜３人）となりそうで非常にマズい
16617,-1,いや、もうこれ来週は個人部練無理では
16619,-1,明日天気が怪しすぎる
16622,-1,飛行機30分おくれとる
16623,-2,主務は忙しいので、そういう面倒な仕事増やさんといてほしい
16626,-1,今日の西宮、人多ない？日曜ってこうやったっけ
16630,-1,なんか僕2枚とも12万超だったんよねー（立て替えが多いだけ…のはず…）
16636,-2,ああー、会計処理は間違っちゃいかんわぁ・・・ミス・・・
16637,-1,そして大量に500円玉が必要になった・・・
16638,-1,いや、臨海当面ジャンプ不可とかしたら難民が量産されて西宮混むやん、だめだめ
16639,-1,大阪暑い…
16640,-1,やっぱ携帯アラーム調子悪いっぽい……
16647,-1,Twitterって字数制限のある1つのツイートにまとめるものだし、それだけで出回るなんて常なので、1つのツイートだけで判断するなって言う方が無理だと思うけどなぁそれだけを見ても誤解ない書き方が求められるんじゃないの
16648,-1,日本語が下手なのはほっといたれよwって感じだけど、誤解されてるなって思ったら反抗するんじゃなくて、丁寧に弁論したらいいと思うな「それは誤解で、インカレのことはこう見てて、ここに書いてるんで是非読んでください！」みたいな感じに書いた方が記事見てくれるファン増えるかもしれないじゃん
16650,-1,バジテなくなるとダンスが辛い・・・
16652,-2,今日は無念も沢山見た、悔しいなぁ
16659,-1,微妙な時間に寝て起きてもた
16662,-2,無念な知らせを聞いた…
16663,-1,ダンス出れる人は出れない人の分まで頑張ってほしい
16666,-2,まずい予感
16672,-1,全日の動画見た、全体的にミスの少ない演技ばかりで気持ちの入れ方流石なぁと思う一方、いつもより滑りにくそうに見えたしアクセルの耐え率高かったし、氷硬いんかなぁ
16673,-1,全日のインスタ見るたびに羨ましくて、、、行きたいんやが、、、8月までに…！ってのやりたいんやが、、、
16677,-1,御堂筋、駆け込みではなく前の人に続いて乗ろうとしてる途中の人も挟んでくるから怖い
16678,-1,２巡目、2回生まで回るかビミョい...関西フリー怖い…
16685,-1,おさぷ滑ろうと思ったけど余裕で絶起
16687,-2,回り方、全然わからなくなった、しょんぼり
16688,-2,え、まって、、、うそん、、、、
16691,-1,セカンド1T付け忘れたのはちゃう
16697,-1,え、てか、我らはまだ陸トレなり多少やれることあるけど、まだ見ぬ新入生は、ただただ開始が遅れるだけじゃん！関西フリーの初級とか間に合いますように…
16699,-1,家に居る方が怪我するんだけど何故…
16717,-1,ココで滝修行してました（白目）
16730,-1,逆とは運気が変わった時に人を許せるようになるってコト？？
16734,-1,えむすての取材がきてる〜が対象は１０代らすい（横目で見ながら帰宅するアラサー）
16743,-1,明日のためにTシャツの内側縫ってる‥ワンピっぽく着ようとか思わず最初からSにすれば良かった‥白目‥
16768,-2,人に頼らず嫌な事をしないように〜と心掛けてたけど‥人に頼ろうとしてる言われたし矛盾しまくってる（と悩〜っテカ何でそんな私の事わかるの凄すぎっす）
16788,-2,ストレスによる吹き出物がヤヴァイ‥以前３８歳（当時）のおじさんの吹き出物をからかったことを反省します再来週まで美肌を取り戻さねば‥
16790,-2,手首があああああ
16793,-2,整形外科どこも平日閉まるの早過ぎ
16796,-2,７年前雨宿りしてた時の伏線が回収された、人生ってすごい
16826,-1,ほんと超ガツガツした世界だよなぁと昨日の平和な世界を思い出し改めて考えさせられる〜‥
16828,-1,あと約２ヶ月ライブに行く予定が全くないと言うものすごい異変状態‥
16833,-2,ストレスで急性腸炎とか自業自得すぎる‥本当自分ばかだしお腹空いた‥
16839,-1,公式リンクホムペ、じょさんはあるけどおーやまさんがないのはやはり‥
16845,-1,え‥Ｈ×Ｈ今年１回も掲載されてないの？？
16846,-1,TL追ってるのに皆さんの見てますツイわからなかった‥無意識に見てないんだな私‥
16874,-1,DIMENSION、CD貰って気になってたのに‥
16884,-1,歯だけじゃなく他も全く決められない‥何が良いのかわからないどうしよ‥
16899,-2,良くハッシュタグ付けないでラジオやネットの実況してるからそれを自分の事だと思われたのかな〜最後にw良く付けちゃうし
16902,-2,自分が好きな人の味方をするのは人のサガなんだろうけど‥それにより事実がどうこうより多数派だから正義とされるのはやっぱ切ない‥
16905,-2,親戚殺し休みライブ来る位だし‥動員少ないとは言え向こうもそれで喜ぶと思うかなぁ
16908,-2,テカライブ怖くて行きづらいって悩み解決してねぇでもありがとう
16912,-2,楽しいライブの後に文句言うため絡んでくるって‥悲しすぎるなあ‥
16913,-2,この前のライブ後も1人で待ってたけど恐喝されなかったのかな‥？
16914,-2,昨日の帰り直接言えないなら文句言うなそう言う約束だろと言われたけど‥約束が何か未だ全くわからん汗また別の事と勘違か妄想かな汗
16916,-2,1年以上見てないから今更遡らないけど「複数対1人は卑怯」発言は見たいかも（笑）そう言ったのに自分がしてるのは記憶系があれなのかな‥だと話聞く度答え変えたり意味不明の事言われたりも納得いく
16919,-2,ライトユーザーに戻りたい。
16933,-2,私は聴くのみだから来なかったのかな?でそこを上手く利用し秘密にされた感
16935,-2,１つに固執してるとそれを失うまいと必死さが出るし本当そうだなあと‥解散の時もだったけど本当いろんなバンド好きだと楽しいよね
16953,-1,今の俺の洗濯機 連結部１つが崩壊しただけなのでまだ使える
17007,-1,ソレソシレまじでモーツァルトのアイネクライネナハトムジーク
17017,-1,ふじわらけいじがああああああ
17025,-1,速報:乗ってる車両に蝉が侵入‥爆
17047,-1,日が沈んできた外寒い爆
17072,-1,私の思い出の地の三茶のたまがあああああ
17075,-1,着信２件するなら留守電かメールほしい電話恐怖症だし‥
17087,-1,サイン出荷作業再び‥
17089,-1,それぞれの社長によるライブの様子のツイの差‥なぜなのか
17094,-2,本当これだよねもう１年以上経つし切り替えてこっ
17101,-1,ビオトープ管理士、計画か施工のどっちで申し込んだか忘れたバカだ…
17102,-1,家で妖怪ウォッチの歌ってる妹と高校球児が同い年もしくは年下ってことが信じられない。
17103,-2,ゼミ室でおにぎり食べてたら先生に進路の話振られて、ものすごく食べた気がしない上に胃が重たい。
17106,-1,今日レポート日だけど学校いけるかな？
17107,-1,この天気のなか傘差して自転車乗ってる人いた。
17116,-2,みんな焼き肉いいなぁー。
17117,-2,どうしてこういつもジタバタと格好悪いのかな。
17120,-2,でろでろの状態を抜けなければ。がんばれ自分。
17121,-1,10時から実験なのに誰もいない。
17122,-1,使い終わった電池を適当にな場所に置いといて、しばらくして新しいやつだと思って使ってしまう、ささやかなダメ人間っぷりをいかんなく発揮してる。
17123,-1,視点を変えてみたら新発見がありました。いける気がしてきた。
17124,-2,あと3日もすれば10月も折り返しだと思うと時の流れ恐ろし過ぎてお家から出たくない。世の中怖い。
17125,-1,今日の実験頑張り過ぎた感が否めない(まだ学校)
17126,-2,布団から左足出して寝てたから冷えてなんとなく調子悪いわ。
17129,-2,機械の調子が悪くて実験進まぬ。機械に向かって手を合わせたり励ましたり褒めたりとかしてる。機械の前でつかえねーとかいうなんて以ての外だからね。なんか不思議。
17130,-2,遠い先のことだと思ってたことがじりじりと近づいていることに気がついて焦ってる。こっちからダッシュしてく勢いで行かねば。基本、勢いとか捨て身とかくらいの武器しかない。ハイドロポンプとかダークシャドーみたいなのはない。
17131,-1,寒いー！寒いー！
17133,-2,うわー！挫ける！！！挫けた！！！！！
17134,-1,バイトなのに靴下履いてくるの忘れた。つまり裸足。
17137,-1,電車の回数券買って期限みたら、来年の2月だった。びっくりした。
17139,-1,「自分の料理飽きたー実家のご飯食べたいー」ってなることが度々あるんだけど、実家に戻るっていう選択肢を除けば主夫を迎えるかお手伝いさん雇うとか、稀なケースにならない限りは今後ずっと自分の料理を食べ続けることになるって気付いて、…自分の料理スキル上げねば…！ってなってる。
17142,-2,何気無く鼻かんだら耳にきた。鼓膜ベコベコする。
17147,-2,魂ラジ終わっちゃうとかこの先どうやって生きてけばいいんだ
17148,-1,手帳には酢カップって書いてあるし、メモには緊張時マニュアルって書いてある。
17150,-2,月曜までの気象のレポート明日までにやらねば。ひぃ。
17151,-1,早く寝たのに眠い。
17154,-2,テープ貼りのときにガムテープの芯踏んで小指の付け根のところがアレしたことが一番辛かった。あとリュックが重かったことを割と理解してもらえなかったところ。
17158,-1,ゆいちゃんの家から無事にお湯がでたのか、心配です。
17159,-1,風呂入って早く寝ようとしたら風呂で2時間寝てしまってこれを睡眠時間としてカウントすべきか悩んでる
17160,-1,やはり私はちょっとだめなのであった
17163,-1,周りがどんどんと仕事納めしていく一方で、納まらないし、速攻で始まるこの切なさ。
17166,-2,この吹雪のなか無事に帰れるだろうか
17175,-2,お前って私なのことなんだな
17176,-2,洗濯物干す前に寝ちゃった！！悔しい！！
17177,-1,こいつぁ遅刻ですわ。ごめんなさい
17178,-2,パンが出てこない！！！！！！ひっかかって出てこない！！！！！！
17179,-2,でもまだアルミ焼いてないから帰れないのに！！
17184,-1,やっとNC終わった…。完璧なベースラインを引けたのに最後は集中力落ちて屍のようでした
17188,-2,恥ずかしいので遠回しな言い方するけども、昨日クローゼットで菌類のコロニー発見しました。半泣きで掃除した。
17192,-1,外暗くてまだ起きるには早いって寝てたらこんな時間
17194,-2,私日本人だし農耕民族だからジョブハンティングとか向いてないよ。
17195,-2,女子トイレ並んでるなぁと思って待ってたら、和式が4つくらい空いててなんなんだよって思いました。洋式待ってるんだったら後ろの人に一声掛けようよ。
17197,-1,ストイックさが足りない！
17199,-1,急に熱出てびっくりした。
17200,-2,見栄張って粉薬飲めますとかいうんじゃなかった。
17201,-1,今日バイト終わりに秀いくぞって意気込んでたものの、まだ着かないしどこだよここ
17203,-2,朝起きたら左腕が布団から出てて、さらに腕まくりされていてキンキンに冷えていた
17206,-1,一日中難しい話聞いてても平気になりたい。頭が弱いもので。
17208,-1,魂ラジ寝落ちしちゃったよ！
17209,-2,初めて部屋に遊びにきたお母さんにひたすら部屋が汚いといわれました。
17214,-2,PCフロアのパソコン固まってしまった
17215,-2,なぜ私は何も書類をもたず不在者投票にきたのだろうか。
17216,-2,ただバス代かけてお散歩しただけじゃないですかこれ
17217,-2,優先順位がよく分からなくなってきてる
17218,-2,お家に帰りたい
17220,-2,最近就活生とかスーツ着てる人を見かけるとうわぁー！！みたいな罪悪感を覚えるようになりました。
17222,-2,天気良過ぎてバイト行くとき腹立たしかったけど今日の夜が楽しかったから良しとしよう。酔っ払い。
17232,-1,今日実験やろうと思ってたのに凡ミスでできない疑惑。
17238,-1,今日一日無駄にしてしまった感が半端ない。勇気ある撤退も大事です。
17245,-2,ここ一番で口内炎がやばい
17249,-1,卒論で関西へ飛びます、再来月。
17250,-1,飛行機のシステムよく分からない
17253,-2,そんなことで迷うなんて腹を括れていない証拠ですよね。
17254,-2,無事荷物を受け取ったので大学帰ります
17255,-2,丸いとか四角いとか知ったこっちゃないわ！！！ 寝る！！！
17257,-2,ここまできていろいろと迷い出す
17258,-2,ついさっき郵便局で書類出してきたことを除けば
17259,-1,ちなみにここでアイス食べたあとはちゃんと滑り台から降りてきました
17262,-2,信じられないあのハゲ！！！
17263,-2,家着いた…
17264,-2,ゼミ室の食器の洗いカゴ片付けてたら水溜まってた食器の中に虫死んでるなぁと思ってよく見たらそのしたにちっっっちゃい点のような卵が……
17265,-2,何してるんだほんと
17266,-2,ほんの少しだけ自分も話することになってしまい内容考えてるけど全くパワポまとまらない
17267,-1,土まみれの格好で京都駅歩くの恥ずかしい
17269,-1,暑さと背中のコリを言い訳に今日は退散
17270,-2,あはー今日集中できない！
17271,-1,昨日4000円のやかん買おうとしてたけど本当どうかしてたな。あぶねぇ。
17274,-2,6時半に起きたけど二度寝キメたので今起きた
17275,-2,じっけんおわるきがしない
17276,-2,おわんねえ！！
17285,-2,無印良品にまみれて生活したい
17286,-2,研究室でカップ麺作ってたら先生入ってきてこれちょっと持っててっていわれて手出したらカナブンだった。
17288,-1,解析終わらないウケる
17290,-2,福山雅治が結婚したこと知ってしまったので今日バイト頑張れない
17293,-1,もうちょっと早く起きるつもりだったのに…
17294,-1,天気荒れるらしいから早く帰らなきゃ
17295,-2,書類ない…明日先生になんて謝ろう…土下座…ハラキリ…ユビツメ…
17296,-2,先週の漆チャレンジから数日経ちましたが、なんか水疱が出来ました。かゆくはない。葉っぱ触ったところは何ともないです。
17297,-2,24時間きっかり測る系の実験やっちゃったときに限って台風並みの大型低気圧とぶつかるとかすごくないですか。
17298,-2,明日は命懸けて学校いかなきゃいけない。
17299,-1,ハウルがヒモ男にしかみえなくなってしまった
17301,-1,心折れた状態で生協行くと修造カレンダー買っちゃいそうになる危ない
17302,-2,やっぱ漆直接塗るべきではなかった
17303,-2,うう…もうデータ処理つらい…ううっ
17304,-2,別にサボっていた訳ではないんだけど、いくつかあるやるべきことに必死で手当たり次第片付けていたから全体に目が行き届かず、こうなったんだなと思いました。簡単にいうとスケジュール管理がなっていないというんだろうけど、それともちょっと違う、なんというか全体がみれていなかった
17309,-2,この一週間の間に蕁麻疹と漆かぶれと熱と中耳炎経験しているこの身体。
17312,-2,予約までして借りた鹿の王結局読めずに返しました悲しい
17316,-2,憂さ晴らしに要らないもの捨て始めたけども飽きていやになってきた
17319,-2,蕪島神社全焼ってニュースで朝からHP結構減った
17323,-2,今年帰省した時に卒論上手くいきますようにって手を合わせた蕪島神社が全焼したのが不吉すぎて辛い
17325,-1,2時間の長丁場の末、見事破産しモノポリーから解放されました
17326,-2,洗濯してから出掛けようと思ったのに洗濯機の調子悪くて1時間以上かかってるー早くー
17328,-2,キルフェボンの白い苺のタルト見るとぞわっとする
17332,-2,思いの外終わるの遅くなるしビーカー割って手切るしもう家帰るのめんどくさい
17334,-2,今月から要旨発表会本論学会って3月まで毎月何らかの締切があるって考えるとなんかもうお腹いっぱい
17337,-1,金子さんにチェックしてもらえたしある程度直したしひとまず帰ろー頭回らなくなってきた
17340,-1,バイト前にお茶飲もうとお湯沸かしてたら布巾掛けから布巾落ちて炎上してた
17342,-1,要旨終わって気が抜けてだらけてるな〜
17343,-2,窓に指を挟んだ上に、いつかやるとは薄々思っていた「しゃがんで立ち上がったときに開けっ放しにしていた乾燥機の扉に頭強打」したし、実験室のカードキー開かなくなったので森羅万象を呪いたくなってきた
17345,-1,地下鉄の方向間違えてすすきのにいる。
17346,-2,シワシワネームという言葉を知ってしまって動揺を隠せない
17347,-2,昨日バイト用のスニーカー履いて帰ってきちゃったから今日そのまま履いてバイトきたけど非常に寒いです、GUの底の薄いスニーカーから冷たさがダイレクトに伝わってくる
17349,-2,近くにいる人の香水が割と苦手な匂いだから今だけ鼻詰まってほしい
17353,-1,最近「もうだめだこんな卒論意味ない矛盾だらけだもうやだ！！！」みたいなのと「…ああ…そういうことか…これでいいのか…すいません取り乱しました」みたいなのを繰り返してるので精神が忙しい
17355,-1,バイト終わってスマホみたら赤ペン先生からパワポの添削がきてたよ！！！！！！！(日曜にお仕事させてごめんなさい)
17356,-2,鍵忘れた悲劇だ
17357,-1,鍵忘れて家入れなくて居るとこなくてカラオケきてレットイットゴー歌ってみたけど音痴とかじゃなくてこの曲苦手なんだ私は
17359,-1,眠い…
17360,-1,最期の追い込み中なのでチョコレート摂取してがんばります
17365,-2,やっぱりメール苦手改まった文章ぽんぽん思いつかないし、目上の人に送るの怖すぎ
17368,-2,やっぱ人間向いてないんだな〜
17369,-2,学会の飛行機とるの忘れてて寿命縮んだでもコンビニ支払い今日中だからまだ油断できない
17370,-2,お片づけの下手さと記憶力の乏しさがダイレクトに人生に影響し始めてる
17371,-1,桜島噴火かよ行けるかな今月
17373,-1,やっぱりだめかな
17378,-2,昼間あんなにあったかかったのに夜にめっちゃ吹雪くの止めて欲しい久しぶりに大学の帰り道に死ぬかと思った
17380,-1,マニュアル完成させてバイトいけるかな…まにあうかな…
17381,-2,空港行き運休とかまじですか
17382,-2,電車の中くさい
17384,-2,帰り飛行機３回乗り継ぐんだけど、初っ端から欠航になったので高速船に変更した上で飛行機元々予約してたやつ全部キャンセル(払い戻ししても3000円くらい)して取り直したので出費が痛い！！！！頑張って稼ごう！！！！！
17385,-1,やっとツイッターやる精神的余裕が出てきた
17391,-2,保険共済のことで問い合わせしたら20分くらい電話に時間かかったしなんか疲れた
17395,-1,そろそろ卒論飽きてきた…
17396,-1,バス間に合ったーパフェでそう
17398,-1,頑張って昨日の夜マニキュア塗ったけど完全に乾く前に寝てしまったので表面ガタガタで布団の繊維ついてる指先みて、自分に失望している卒業式前日。
17400,-1,お腹苦しい
17405,-1,がっかい怖すぎてお腹壊しそう
17407,-2,そして帯状疱疹なったので明後日からが心配です
17409,-1,荷造りしてるのに洗濯物が何一つ乾いていないからなにも進まねぇ。
17412,-1,動揺しすぎて朝ごはんOAしそう
17416,-1,研究室の私物片付ければ片付ける程散らかっていく
17421,-1,うわぁ西11丁目歩いてたらかつのくんいた
17426,-1,やっぱり進学先でも勢いだけで言葉の壁を乗り越えていくしかないみたいだもっとスマートにこなしたい
17431,-1,院ってほんと自分で色々管理しないといけないんだな、しっかりしないとな
17432,-1,なんで！！なんで生協で長靴おいてないの！！！酪農にはあったのに！！
17435,-1,いい天気だなーって窓開けたらハエ3匹とハチ1匹が部屋入り込んできてなんともいえない気分になった
17437,-2,ダイソーで虫が寄ってこないラバーバンド(ハーブみたいな独特のにおいするやつ)売ってたけど、あれつけてると周りに「臭いから近づかないで」って虫みたいな扱いされるからおすすめしない。
17438,-1,そろそろペーパードライバーなの本当に何とかしないとなー。多少擦ったりしてもいい車と助手席に乗ってくれる人が必要なんだよな
17439,-1,今札駅でトイレで失禁しよっていいながらトイレに入っていった人がいた
17440,-1,コンタクト残り左右合わせて4枚なんだけど、なんで全部左目用なの
17442,-2,すでに帰りたい
17443,-2,パソコンの起動を始めてからかれこれ40分くらい経つのにまだファイル開けない
17444,-1,前髪が横の髪と同じくらい長くて耳にかけてる髪型が似合う子がいて、私も前髪伸ばしてみようかなと思ったんだけどハイキングウォーキングのキューちゃんが頭をよぎったのでやっぱりやめます
17446,-2,先月風邪ひいたばっかだし油断してた
17447,-1,昨日スズメバチに刺されそうになって蜂の対処法を知らない自分を反省したので、大学が監修した野外安全ハンドブック読んだんだけど、クラゲを飲んだとかライオンの群れに囲まれたとかいう事例にハードルの高さを感じた。
17448,-1,やっぱり英語出来るようになりたいなー
17450,-2,朝一で打ち合わせあって緊張のせいかお腹痛い
17453,-1,私もフェフ行きたい…
17454,-2,今朝から明らかに台所の水道の出が悪いんだけど通信制限みたいなやつかな
17455,-2,水が！！！出ない！！！
17456,-2,ついさっき軽装備で土取りに行ったらわずか30分程で7箇所蚊に刺された痒い
17460,-1,気づいてしまった、顔二箇所蚊に刺されてる。
17461,-2,でんしゃ…うんきゅう…
17465,-2,講義のことで教務課に質問しに行ったらお友達いないんですかっていわれた。
17469,-2,全然論文書けない
17470,-2,無理！！！
17474,-1,逃げ恥未だにテレビで観れたことがない
17480,-2,はい欠航〜！！
17482,-1,英語で文章書けない
17485,-1,ポスターにアニメーションつけてた、意味ない
17486,-1,去年は学会前緊張して帯状疱疹までなりましたが、今年は元気に解析しながらポスター作ってます、人は一年で成長する。
17488,-2,歓迎会とかの会費(3000円くらいだったら)、出来れば万札は崩しておいて欲しいって思うのは甘えなのかなー
17490,-2,間違えて羽田行ってしまって3000円払って成田まで戻った、つらい
17492,-1,デスクに置いてる味噌と具が分かれてるタイプのインスタント味噌汁、なぜか具の方が3袋余ったんだけど何故
17493,-1,味噌だけ吸ったの…？
17496,-1,留学生(ホームシック明け)に顔合わせるたびにアーユーオーケー？っていわれるから自分そんな大丈夫じゃないのか心配になってきた
17498,-2,くるりいけないじゃん、、、糧、、、
17505,-2,え、なんでツイートが読み込めないの？今から応募しようと思ってるのに締め切りに間に合わないじゃん。なんでパソコンもiPhoneもダメなの！
17506,-2,twitterの不具合？で今日締切の懸賞に応募できないのかと焦った。余裕をもって応募しないとね。こんな夜中のギリギリにTwitterしたのが間違いだったと反省中。
17507,-1,何か当たらないかぁ。DMピカってしてほしいなぁ。
17510,-1,昨日の夜、腹筋50回して寝たら朝から腰とお腹が痛い運動不足、筋肉不足痛感しました。
17516,-2,かまどやのり弁40円の日！知ってたし近場にあるんだけど行ったことないから、今日だけ行ったら何て思われるんだろう？と思ったら行けなかった...。
17518,-2,運がない...その場系も当たらない...もうそろそろ何か当たっても良いのでは...運よこーいDMこーい
17519,-1,凍結祭りやってたのかぁ...怖氷1300tがトレンド入ってたから、Twitter関係ない凍結祭りかと思ったけど違った。
17522,-2,前から行きたかったお店の前まで行ったのに、入店する勇気がなくて入らずに引き返して帰ってきてしまった。私ってチキンだぁと痛感した。
17529,-2,インフル大分回復したと思います。熱下がったけど頭がボーとしています。明日まで外出禁止なのでおとなしくしています。インフルしんどいので2度と罹りたくない。
17530,-1,全然dmこなくて悔しい。インフル中も応募だけはと思って頑張っているのに！お願いです。dm下さい。当選報告したいです。
17536,-1,DM静か…派手にピカーンと光らないかなぁ
17537,-1,今日もDMこなかった。クリスマスプレゼント欲しいなぁ。明日こそDMこーい。クリスマスプレゼントくれた人に感謝します。
17548,-1,前澤さんの当選発表されたみたいだね。鯖落ち？で見れなかったけど。
17549,-2,アイスの実、どこのセブイレにも置いてなかった。もう近隣にはない。無料クーポンもったいないけど諦めるしかなさそう。残念。
17552,-1,親からマスク売ってないと連絡がきたから、近場の店に行ったらブラックマスクだけ売ってた。普段ブラックはしないけど仕方なく購入。その後、ドラッグストア行ったら箱入りの白のマスクが数箱だけあったので1箱だけ購入。昨日はいっぱいあったのに...買っとけばよかった。
